,animal_id,intake_datetime,found_address,found_city,found_state,intake_type,intake_condition,sex,birthday,age_years,age_months,age_days,mixed_breed,primary_breed,secondary_breed,primary_color,secondary_color,name
152,A784710,2020-12-02 12:15:00,None,Austin,TX,Owner Surrender,Normal,Male,2018-12-02 12:15:00,2,0,9,False,Labrador Retriever,None,Black,White,Maximus
153,A826762,2020-12-05 15:23:00,5516 Icon Street,Austin,TX,Stray,Normal,Male,2019-12-05 15:23:00,1,0,6,True,Pit Bull,Catahoula,Brown Brindle,White,None
154,A826472,2020-11-29 15:32:00,8500 East Highway 290,Austin,TX,Stray,Normal,Female,2018-11-29 15:32:00,2,0,12,False,Pit Bull,None,Black,None,Electra
155,A826586,2020-12-01 16:45:00,5509 South Hearsey Drive,Austin,TX,Stray,Normal,Female,2018-12-01 16:45:00,2,0,10,True,German Shepherd,Alaskan Husky,White,Brown,Prancer
156,A826753,2020-12-05 12:22:00,9345 East Us 290,Austin,TX,Stray,Normal,Male,2020-06-05 12:22:00,0,6,6,False,Pit Bull,None,Brown Brindle,White,Tyson
157,A826754,2020-12-05 12:22:00,9345 East Us 290,Austin,TX,Stray,Normal,Female,2020-06-05 12:22:00,0,6,6,False,Pit Bull,None,Blue,White,Finesse
158,A676663,2020-12-05 10:40:00,6212 Crow Lane,Austin,TX,Public Assist,Normal,Male,2011-12-05 10:40:00,9,0,6,True,Chihuahua Shorthair,Mix,Black,White,Fred
159,A826750,2020-12-05 09:59:00,2708 Aftonshire Way,Austin,TX,Owner Surrender,Normal,Female,2015-12-05 09:59:00,5,0,6,False,Pit Bull,None,Black,White,Ava
160,A826747,2020-12-05 07:45:00,None,Austin,TX,Owner Surrender,Sick,Female,2018-12-05 07:45:00,2,0,6,False,Yorkshire Terrier,None,Brown,Black,Nellie
161,A826341,2020-11-25 07:16:00,Darrin Lane And Apperson Street,Travis,TX,Stray,Injured,Female,2019-11-25 07:16:00,1,0,16,False,Australian Cattle Dog,None,Red Tick,White,Wynonna
162,A826741,2020-12-04 17:40:00,9000 South 183,Austin,TX,Stray,Normal,Female,2020-06-04 17:40:00,0,6,6,False,Basset Hound,None,Tricolor,None,None
163,A826740,2020-12-04 17:40:00,9000 South 183,Austin,TX,Stray,Normal,Male,2019-12-04 17:40:00,1,0,6,False,Basset Hound,None,Tricolor,None,None
164,A826628,2020-12-02 15:19:00,907 Thompson Lane,Austin,TX,Stray,Normal,Female,2018-12-02 15:19:00,2,0,9,False,Chihuahua Shorthair,None,Tricolor,White,None
165,A826305,2020-11-24 08:02:00,12212 Brigadoon Lane,Austin,TX,Public Assist,Normal,Male,2018-11-24 08:02:00,2,0,17,True,Pit Bull,Mix,White,Black,Chuck
166,A826736,2020-12-04 17:06:00,None,Austin,TX,Owner Surrender,Normal,Male,2015-12-04 17:06:00,5,0,6,False,French Bulldog,None,Fawn,None,Farquad
167,A761479,2020-12-04 17:19:00,None,Austin,TX,Owner Surrender,Normal,Female,2017-12-04 17:19:00,3,0,6,True,Doberman Pinsch,Mix,Black,Brown,Baby Girl
168,A826727,2020-12-04 14:45:00,None,Austin,TX,Owner Surrender,Normal,Male,2018-12-04 14:45:00,2,0,7,True,American Bulldog,Mix,Brown,White,Big Mac
169,A826352,2020-12-04 16:42:00,None,Travis,TX,Public Assist,Normal,Male,2018-12-04 16:42:00,2,0,7,False,Beagle,None,Tricolor,None,Otto
170,A826728,2020-12-04 14:45:00,None,Austin,TX,Owner Surrender,Normal,Female,2015-12-04 14:45:00,5,0,7,True,Labrador Retriever,Mix,Tan,White,Mama Dog
171,A826733,2020-12-04 16:03:00,None,Austin,TX,Owner Surrender,Normal,Female,2012-12-04 16:03:00,8,0,7,True,German Shepherd,Mix,Brown,None,Baby
172,A826729,2020-12-04 14:45:00,None,Austin,TX,Owner Surrender,Normal,Female,2019-12-04 14:45:00,1,0,7,True,Labrador Retriever,Mix,Tan,White,Goldie
173,A815227,2020-03-12 13:52:00,12305 Zeller Lane,Austin,TX,Stray,Normal,Female,2020-02-12 13:52:00,0,9,29,False,Norfolk Terrier,None,Brown,Cream,Baby
174,A826461,2020-11-29 11:39:00,5812 Arbor Pavillion,Austin,TX,Stray,Injured,Female,2010-11-29 11:39:00,10,0,12,True,Maltese,Mix,White,None,Lily
175,A826692,2020-12-03 15:51:00,None,Austin,TX,Owner Surrender,Normal,Male,2018-12-03 15:51:00,2,0,8,False,French Bulldog,None,Tricolor,None,Morty
176,A826422,2020-11-28 07:39:00,None,Austin,TX,Stray,Normal,Male,2010-11-28 07:39:00,10,0,13,False,Labrador Retriever,None,Black,None,Nelson
177,A826651,2020-12-02 20:19:00,8601 Anderson Mill Road,Austin,TX,Public Assist,Normal,Female,2020-10-02 20:19:00,0,2,8,True,Catahoula,Mix,Brown Merle,None,None
178,A826672,2020-12-03 11:10:00,Eric Circle,Austin,TX,Stray,Nursing,Female,2020-11-30 11:10:00,0,0,11,False,Labrador Retriever,None,Black,White,265 Grams
179,A826411,2020-11-27 12:14:00,6105 Pino Lane,Austin,TX,Stray,Sick,Female,2018-11-27 12:14:00,2,0,14,True,Great Pyrenees,Mix,White,None,Annie
180,A826671,2020-12-03 11:10:00,Eric Circle,Austin,TX,Stray,Nursing,Female,2020-11-30 11:10:00,0,0,11,False,Labrador Retriever,None,Black,White,315 Grams
181,A811025,2020-12-03 12:36:00,Outside Jurisdiction,None,None,Owner Surrender,Normal,Male,2019-12-03 12:36:00,1,0,8,True,Plott Hound,Mix,Brown Brindle,None,Buddy
182,A826670,2020-12-03 11:10:00,Eric Circle,Austin,TX,Stray,Nursing,Male,2020-11-30 11:10:00,0,0,11,False,Labrador Retriever,None,Black,White,401 Grams
183,A826482,2020-11-30 13:17:00,Oasis Drive And Richard King Trail,Austin,TX,Stray,Normal,Female,2020-06-30 13:17:00,0,5,11,True,Labrador Retriever,Mix,Tan,White,Chloe
184,A825775,2020-11-12 11:26:00,None,Austin,TX,Owner Surrender,Normal,Female,2016-11-12 11:26:00,4,0,29,True,German Shepherd,Mix,Tan,White,Amy
185,A826113,2020-11-19 13:14:00,None,Travis,TX,Owner Surrender,Normal,Male,2020-09-19 13:14:00,0,2,22,True,Great Pyrenees,Labrador Retriever,Black,White,Murphy
186,A826673,2020-12-03 11:10:00,Eric Circle,Austin,TX,Stray,Nursing,Female,2020-11-30 11:10:00,0,0,11,False,Labrador Retriever,None,Black,White,266 Grams
187,A826643,2020-12-02 16:23:00,None,Austin,TX,Owner Surrender,Normal,Male,2019-12-02 16:23:00,1,0,9,False,Pomeranian,None,Sable,None,Colt
188,A826351,2020-11-25 10:39:00,2302 East William Cannon Drive,Austin,TX,Stray,Normal,Female,2018-11-25 10:39:00,2,0,16,True,Pit Bull,Mix,Tan,None,Sunny
189,A826510,2020-11-30 12:00:00,None,Travis,TX,Owner Surrender,Normal,Male,2018-11-30 12:00:00,2,0,11,False,Labrador Retriever,None,Chocolate,White,Moko
190,A826661,2020-12-03 10:06:00,5212 North Ih 35,Austin,TX,Public Assist,Normal,Male,2019-12-03 10:06:00,1,0,8,True,Labrador Retriever,Mix,Red,White,Ace
191,A826652,2020-12-03 07:36:00,None,Austin,TX,Owner Surrender,Sick,Male,2020-11-03 07:36:00,0,1,8,False,Chihuahua Longhair,None,Brown,Black,Duki
192,A826642,2020-12-02 16:19:00,9704 Carson Creek Boulevard,Austin,TX,Stray,Normal,Male,2020-10-02 16:19:00,0,2,9,True,Australian Cattle Dog,Labrador Retriever,Tricolor,Black,None
193,A826450,2020-11-28 15:21:00,8708 Linden Road,Travis,TX,Stray,Injured,Male,2018-11-28 15:21:00,2,0,13,False,Labrador Retriever,None,Chocolate,None,Kirby
194,A826579,2020-12-01 16:31:00,None,Austin,TX,Owner Surrender,Normal,Male,2019-12-01 16:31:00,1,0,10,True,Labrador Retriever,Whippet,Tan,White,Spike
195,A826602,2020-12-02 09:55:00,3000 Rogge Lane,Austin,TX,Stray,Sick,Female,2010-12-02 09:55:00,10,0,9,False,Labrador Retriever,None,Brown,White,Xena
196,A826646,2020-12-02 17:03:00,7808 Linden Road,Travis,TX,Stray,Sick,Female,2020-07-02 17:03:00,0,5,9,False,Yorkshire Terrier,None,Black,White,None
197,A813055,2020-12-02 16:01:00,Outside Jurisdiction,None,None,Owner Surrender,Normal,Male,2018-12-02 16:01:00,2,0,9,True,German Shepherd,Mix,Tan,Black,Rocko
198,A826428,2020-11-28 10:53:00,Intertate 35 And Crown Colony Drive,Austin,TX,Stray,Normal,Male,2018-11-28 10:53:00,2,0,13,False,Pit Bull,None,Gray,White,Wiggles
199,A826639,2020-12-02 15:49:00,None,Austin,TX,Owner Surrender,Normal,Male,2019-12-02 15:49:00,1,0,9,False,German Shepherd,None,Brown,Black,T-Rex
200,A804783,2020-02-23 15:49:00,None,Austin,TX,Public Assist,Normal,Male,2019-02-23 15:49:00,1,9,18,True,Pit Bull,Labrador Retriever,White,Black,Rocko
201,A804783,2020-03-26 15:29:00,None,Austin,TX,Public Assist,Normal,Male,2019-03-26 15:29:00,1,8,15,True,Pit Bull,Labrador Retriever,White,Black,Rocko
202,A804783,2019-09-19 17:00:00,None,Austin,TX,Public Assist,Normal,Male,2018-12-19 17:00:00,1,11,22,True,Pit Bull,Labrador Retriever,White,Black,Rocko
203,A646990,2020-12-02 15:22:00,5500 Icon Street,Austin,TX,Stray,Normal,Male,2012-12-02 15:22:00,8,0,9,True,Pit Bull,Mix,Chocolate,White,King
204,A826452,2020-11-28 16:17:00,1804 Smith Road,Austin,TX,Stray,Normal,Male,2019-11-28 16:17:00,1,0,13,False,German Shepherd,None,Brown,None,Hiccup
205,A826625,2020-12-02 14:34:00,Lexington Meadow Lane,Austin,TX,Stray,Normal,Female,2018-12-02 14:34:00,2,0,9,False,Siberian Husky,None,Tan,None,None
206,A712868,2020-12-02 14:12:00,None,Austin,TX,Owner Surrender,Normal,Male,2013-12-02 14:12:00,7,0,9,False,Chihuahua Shorthair,None,Sable,White,Joey
207,A826367,2020-11-25 12:59:00,12301 Yarmont Way,Austin,TX,Stray,Normal,Male,2018-11-25 12:59:00,2,0,16,False,American Bulldog,None,White,Tan, B.G. (Big Guy)
208,A712868,2015-09-29 12:42:00,10015 Lake Creek Pkwy,Austin,TX,Stray,Normal,Male,2013-09-29 12:42:00,7,2,12,False,Chihuahua Shorthair,None,Sable,White,Joey
209,A826350,2020-11-25 10:39:00,2302 East William Cannon Drive,Austin,TX,Stray,Normal,Male,2018-11-25 10:39:00,2,0,16,True,Boxer,Mix,Brown,White,Howdy
210,A826617,2020-12-02 13:08:00,None,Austin,TX,Owner Surrender,Sick,Female,2013-12-02 13:08:00,7,0,9,False,Cocker Spaniel,None,Tricolor,None,Miranda
211,A826044,2020-11-18 11:43:00,None,Travis,TX,Owner Surrender,Normal,Male,2020-10-28 11:43:00,0,1,13,True,Chihuahua Shorthair,Mix,Black,None,Pip
212,A826043,2020-11-18 11:43:00,None,Travis,TX,Owner Surrender,Normal,Male,2020-10-28 11:43:00,0,1,13,True,Chihuahua Shorthair,Mix,Chocolate,None,Pac
213,A826614,2020-12-02 12:05:00,None,Austin,TX,Owner Surrender,Sick,Female,2017-12-02 12:05:00,3,0,9,False,Cavalier Span,None,White,Brown,Butterscotch
214,A826437,2020-11-28 11:28:00,123 Farm Road 812,Travis,TX,Stray,Normal,Male,2020-01-28 11:28:00,0,10,13,False,German Shepherd,None,Tricolor,None,None
215,A826591,2020-12-01 17:24:00,15001 Wells Port,Travis,TX,Stray,Normal,Male,2018-12-01 17:24:00,2,0,9,True,Pit Bull,Mix,Tan,White,Bobo
216,A826610,2020-12-02 10:54:00,None,Travis,TX,Owner Surrender,Normal,Female,2020-06-02 10:54:00,0,6,9,False,Pit Bull,None,Brown,None,Cici
217,A826613,2020-12-02 10:54:00,None,Austin,TX,Owner Surrender,Normal,Male,2019-12-02 10:54:00,1,0,9,True,Pointer,Boxer,Black,White,Chief
218,A786218,2020-07-14 16:08:00,15000 Chamberlain Court,Travis,TX,Stray,Normal,Male,2019-07-14 16:08:00,1,4,27,True,German Shepherd,Mix,Tan,Black,Jace
219,A786218,2020-10-18 20:30:00,14011 Fm 969,Travis,TX,Public Assist,Normal,Male,2018-10-18 20:30:00,2,1,22,True,German Shepherd,Mix,Tan,Black,Jace
220,A786218,2018-12-19 14:45:00,Duval Street And East 45Th Street,Austin,TX,Stray,Normal,Male,2018-08-19 14:45:00,2,3,22,True,German Shepherd,Mix,Tan,Black,Jace
221,A826229,2020-11-22 17:51:00,Tx 45 And Fm 1625,Travis,TX,Stray,Normal,Male,2017-11-22 17:51:00,3,0,18,True,Landseer,Great Pyrenees,Black,White,Oreo
222,A825701,2020-11-09 18:30:00,6517 River Road,Travis,TX,Owner Surrender,Normal,Male,2017-11-09 18:30:00,3,1,1,False,German Shepherd,None,White,Black,Carter
223,A826596,2020-12-02 00:13:00,4301 Grand Avenue Parkway,Travis,TX,Public Assist,Other,Female,2019-12-02 00:13:00,1,0,9,False,Boxer,None,Brown,White,None
224,A802180,2019-08-15 01:54:00,14002 Rock Cliff Drive,Travis,TX,Stray,Normal,Female,2016-08-15 01:54:00,4,3,26,True,Labrador Retriever,Mix,White,Tan,Virginia Lynn
225,A826575,2020-12-01 16:00:00,10610 Morado Circle,Austin,TX,Public Assist,Normal,Unknown,2018-12-01 16:00:00,2,0,10,True,Cairn Terrier,Mix,Black,None,None
226,A678068,2020-12-01 16:00:00,10610 Morado Circle,Austin,TX,Public Assist,Normal,Male,2012-12-01 16:00:00,8,0,10,True,Cairn Terrier,Mix,Brown,None,None
227,A767759,2020-12-01 15:44:00,Springdale Drive And Delores Avenue,Austin,TX,Stray,Normal,Male,2016-12-01 15:44:00,4,0,10,True,Labrador Retriever,Mix,Black,None,Rodeo
228,A826594,2020-12-01 20:58:00,6203 Adalee,Austin,TX,Stray,Normal,Male,2020-04-01 20:58:00,0,8,9,True,Cairn Terrier,Mix,Black,None,None
229,A826357,2020-11-25 11:18:00,1100 Garland Avenue,Austin,TX,Stray,Normal,Male,2019-11-25 11:18:00,1,0,16,False,Labrador Retriever,None,White,None,Texas
230,A767759,2018-03-06 13:00:00,1203 Springdale Road,Austin,TX,Stray,Normal,Male,2016-03-06 13:00:00,4,9,5,True,Labrador Retriever,Mix,Black,None,Rodeo
231,A826166,2020-12-01 16:49:00,None,Austin,TX,Owner Surrender,Normal,Female,2018-12-01 16:49:00,2,0,10,False,German Shepherd,None,Black,Brown,Ophelia
232,A784105,2020-12-01 16:51:00,7105 Gunnison Pass,Austin,TX,Stray,Medical,Male,2018-12-01 16:51:00,2,0,10,True,American Pit Bull Terrier,German Shorthair Pointer,Liver Tick,None,Frankie
233,A796681,2019-06-04 12:02:00,14815 Johnson Road Trl,Manor,TX,Stray,Normal,Male,2019-05-04 12:02:00,1,7,7,False,Rat Terrier,None,Black,None,Pablo
234,A784105,2020-11-23 13:20:00,5903 Coolbrook Drive,Austin,TX,Stray,Normal,Male,2018-11-23 13:20:00,2,0,18,True,American Pit Bull Terrier,German Shorthair Pointer,Liver Tick,None,Frankie
235,A826453,2020-11-26 00:00:00,500 West William Cannon Drive,Austin,TX,Public Assist,Normal,Female,2003-11-26 00:00:00,17,0,15,True,Chihuahua Shorthair,Mix,Gray,White,Precious
236,A826372,2020-11-25 14:40:00,8601 Anderson Mill Road,Austin,TX,Stray,Normal,Female,2018-11-25 14:40:00,2,0,16,True,Labrador Retriever,Mix,Yellow,None,Reba
237,A826562,2020-12-01 14:11:00,Sauls Drive,Austin,TX,Abandoned,Normal,Male,2016-12-01 14:11:00,4,0,10,True,German Shepherd,Mix,Black,Tan,Diesel
238,A826323,2020-11-24 14:40:00,14501 Reynero Lane,Travis,TX,Stray,Normal,Female,2019-11-24 14:40:00,1,0,17,False,Border Collie,None,White,Black,Patsy
239,A825624,2020-11-07 18:58:00,2501 Magin Meadow Drive,Austin,TX,Stray,Normal,Male,2018-11-07 18:58:00,2,1,3,False,Labrador Retriever,None,Tan,White,Hambone
240,A825495,2020-11-05 10:55:00,8102 Wolf Lane,Travis,TX,Stray,Normal,Male,2020-10-08 10:55:00,0,2,3,True,Labrador Retriever,German Shepherd,Brown,White,None
241,A825494,2020-11-05 10:55:00,8102 Wolf Lane,Travis,TX,Stray,Normal,Male,2020-10-08 10:55:00,0,2,3,True,Labrador Retriever,German Shepherd,Brown,None,None
242,A825491,2020-11-05 10:55:00,8102 Wolf Lane,Travis,TX,Stray,Normal,Male,2020-10-08 10:55:00,0,2,3,True,Labrador Retriever,Mix,Black,None,None
243,A826387,2020-11-25 15:48:00,North Lamar And West Rundberg Lane,Austin,TX,Stray,Normal,Male,2020-06-25 15:48:00,0,5,16,True,Labrador Retriever,Mix,Black,None,Pokey
244,A825493,2020-11-05 10:55:00,8102 Wolf Lane,Travis,TX,Stray,Normal,Male,2020-10-08 10:55:00,0,2,3,True,Labrador Retriever,German Shepherd,Brown,None,None
245,A825490,2020-11-05 10:55:00,8102 Wolf Lane,Travis,TX,Stray,Normal,Female,2020-10-08 10:55:00,0,2,3,True,Labrador Retriever,Mix,Black,None,None
246,A813731,2020-02-17 11:06:00,8201 N Lamar Boulevard,Austin,TX,Stray,Normal,Male,2018-02-17 11:06:00,2,9,24,False,Chihuahua Shorthair,None,Tan,White,Max
247,A826333,2020-11-24 15:32:00,Loyola,Austin,TX,Stray,Nursing,Male,2020-10-24 15:32:00,0,1,17,True,Dachshund,Mix,Brown,White,None
248,A826546,2020-12-01 11:45:00,1928 Gaston Place,Austin,TX,Stray,Normal,Female,2020-08-01 11:45:00,0,4,10,True,Black,Tan Hound,Black,Tricolor,None
249,A826418,2020-11-27 16:50:00,Magin Meadow Drive,Austin,TX,Stray,Normal,Female,2018-11-27 16:50:00,2,0,14,True,American Bulldog,American Staffordshire Terrier,White,None,Dolly
250,A826511,2020-11-30 12:32:00,5801 Ainez Drive,Austin,TX,Stray,Normal,Female,2018-11-30 12:32:00,2,0,11,False,Border Terrier,None,White,None,None
251,A721943,2020-11-30 14:11:00,Ih 35,Austin,TX,Stray,Normal,Female,2015-11-30 14:11:00,5,0,11,True,German Shepherd,Mix,Black,Tan,Brunhilde
252,A826535,2020-11-30 20:16:00,21646 Fm 1431,Travis,TX,Public Assist,Normal,Female,2010-11-30 20:16:00,10,0,10,True,Border Collie,Mix,Black,None,Maggie
253,A826533,2020-11-30 18:00:00,Shropshire Boulevard And Dessau Road,Austin,TX,Stray,Normal,Male,2020-06-30 18:00:00,0,5,10,False,Chihuahua Shorthair,None,Brown,White,None
254,A826116,2020-11-19 13:14:00,None,Travis,TX,Owner Surrender,Normal,Male,2020-09-19 13:14:00,0,2,22,True,Great Pyrenees,Labrador Retriever,Tan,None,Kona
255,A825971,2020-11-16 21:11:00,12825 Basket Flower,Travis,TX,Stray,Normal,Female,2018-11-16 21:11:00,2,0,24,False,Pit Bull,None,Brown,White,Mia
256,A826419,2020-11-27 17:43:00,13776 South 183 Highway,Austin,TX,Stray,Injured,Female,2013-11-27 17:43:00,7,0,13,False,Chihuahua Shorthair,None,Brown,None,None
257,A826518,2020-11-30 14:04:00,1117 Echo Lane,Austin,TX,Stray,Sick,Female,2014-11-30 14:04:00,6,0,11,False,Miniature Poodle,None,Brown,Gray,None
258,A826214,2020-11-22 11:34:00,None,Austin,TX,Stray,Normal,Female,2019-11-22 11:34:00,1,0,19,True,German Wirehaired Pointer,Mix,Tricolor,None,Pilot
259,A826529,2020-11-30 16:34:00,None,Travis,TX,Owner Surrender,Normal,Female,2019-11-30 16:34:00,1,0,11,False,Pit Bull,None,Black,White,Diamond
260,A826512,2020-11-30 12:44:00,East Braker Lane And Joseph Clayton Drive,Austin,TX,Stray,Normal,Male,2018-11-30 12:44:00,2,0,11,True,Chihuahua Shorthair,Mix,Red,White,None
261,A826530,2020-11-30 16:34:00,None,Travis,TX,Owner Surrender,Normal,Female,2019-11-30 16:34:00,1,0,11,False,Pit Bull,None,Brown,White,Sugar
262,A826162,2020-11-20 13:31:00,10908 Jones Road,Manor,TX,Stray,Normal,Female,2019-11-20 13:31:00,1,0,21,False,Pit Bull,None,Blue,White,Stella (Luna)
263,A823060,2020-09-15 13:42:00,137 West St Elmo Road,Austin,TX,Stray,Normal,Male,2018-09-15 13:42:00,2,2,26,False,Boxer,None,Brown Brindle,White,Tater
264,A823060,2020-10-13 12:01:00,9801 Curlew Dr,Austin,TX,Stray,Injured,Male,2018-10-13 12:01:00,2,1,28,False,Boxer,None,Brown Brindle,White,Tater
265,A685529,2016-07-13 11:45:00,None,Austin,TX,Public Assist,Normal,Male,2009-07-13 11:45:00,11,4,28,True,Chinese Sharpei,Mix,Brown Brindle,None,Murphy
266,A826313,2020-11-24 11:25:00,2930 Ellon Road,Travis,TX,Stray,Normal,Male,2017-11-24 11:25:00,3,0,17,True,Labrador Retriever,German Shepherd,Black,Brown,Yee Haw
267,A821631,2020-10-29 17:04:00,North Oaks Drive And Berrywood Drive,Austin,TX,Stray,Normal,Male,2017-10-29 17:04:00,3,1,12,True,Basset Hound,Cardigan Welsh Corgi,Black,Brown,Gino
268,A826241,2020-11-23 10:36:00,6933 Thistle Way,Austin,TX,Stray,Normal,Male,2018-11-23 10:36:00,2,0,18,False,American Pit Bull Terrier,None,Tan,White,Spurs
269,A826366,2020-11-25 12:12:00,5700 Blue Bluff,Austin,TX,Stray,Normal,Female,2019-11-25 12:12:00,1,0,16,True,German Shepherd,Siberian Husky,Tan,Black,Miss Kitty
270,A821631,2020-08-15 09:06:00,11441 North Interstate Highway 35,Austin,TX,Stray,Normal,Male,2018-08-15 09:06:00,2,3,26,True,Basset Hound,Cardigan Welsh Corgi,Black,Brown,Gino
271,A826500,2020-11-30 09:53:00,4419 Dovemeadow Drive,Austin,TX,Stray,Nursing,Female,2018-11-30 09:53:00,2,0,11,True,Norfolk Terrier,Chihuahua Shorthair,Brown,White,None
272,A826499,2020-11-30 09:53:00,4419 Dovemeadow Drive,Austin,TX,Stray,Nursing,Female,2020-10-30 09:53:00,0,1,11,True,Jack Russell Terrier,Chihuahua Shorthair,Brown,None,None
273,A826494,2020-11-30 09:53:00,4419 Dovemeadow Drive,Austin,TX,Stray,Nursing,Female,2020-10-30 09:53:00,0,1,11,True,Jack Russell Terrier,Chihuahua Shorthair,Tan,White,None
274,A826498,2020-11-30 09:53:00,4419 Dovemeadow Drive,Austin,TX,Stray,Nursing,Female,2020-10-30 09:53:00,0,1,11,True,Jack Russell Terrier,Chihuahua Shorthair,Brown,White,None
275,A826495,2020-11-30 09:53:00,4419 Dovemeadow Drive,Austin,TX,Stray,Nursing,Male,2020-10-30 09:53:00,0,1,11,True,Jack Russell Terrier,Chihuahua Shorthair,Tan,Black,None
276,A826496,2020-11-30 09:53:00,4419 Dovemeadow Drive,Austin,TX,Stray,Nursing,Male,2020-10-30 09:53:00,0,1,11,True,Jack Russell Terrier,Chihuahua Shorthair,Brown,None,None
277,A826497,2020-11-30 09:53:00,4419 Dovemeadow Drive,Austin,TX,Stray,Nursing,Male,2020-10-30 09:53:00,0,1,11,True,Jack Russell Terrier,Chihuahua Shorthair,Tan,White,None
278,A826493,2020-11-30 09:53:00,4419 Dovemeadow Drive,Austin,TX,Stray,Nursing,Male,2020-10-30 09:53:00,0,1,11,True,Jack Russell Terrier,Chihuahua Shorthair,Tricolor,None,None
279,A826382,2020-11-25 15:13:00,1009 Edgecliff Terrace,Austin,TX,Stray,Normal,Male,2018-11-25 15:13:00,2,0,16,False,German Shepherd,None,Brown,Black,Rocky
280,A826504,2020-11-30 10:21:00,None,Travis,TX,Owner Surrender,Normal,Male,2010-11-30 10:21:00,10,0,11,False,Lhasa Apso,None,Black,None,Button
281,A826209,2020-11-22 08:21:00,4701 South Ih 35,Austin,TX,Stray,Injured,Female,2018-11-22 08:21:00,2,0,19,False,Tibetan Spaniel,None,Tricolor,None,Cindy Lou
282,A826360,2020-11-25 11:34:00,5002 Spruce Lane,Austin,TX,Stray,Normal,Male,2020-05-25 11:34:00,0,6,16,True,Australian Cattle Dog,Mix,Blue Tick,Tricolor,None
283,A826447,2020-11-28 15:49:00,7912 Running Water Drive,Austin,TX,Public Assist,Normal,Male,2018-11-28 15:49:00,2,0,13,True,German Shepherd,Siberian Husky,Black,Tricolor,Quinn
284,A826474,2020-11-29 16:36:00,4719 Harmon Avenue,Austin,TX,Stray,Sick,Male,2020-10-29 16:36:00,0,1,12,True,American Pit Bull Terrier,Mix,Black,White,None
285,A826440,2020-11-28 12:04:00,1200 Bonnie Brae Street,Austin,TX,Stray,Normal,Female,2020-06-28 12:04:00,0,5,13,False,Chihuahua Shorthair,None,Tan,None,None
286,A811263,2020-11-29 15:07:00,Ih 35 And Howard Lane,Austin,TX,Stray,Normal,Male,2019-11-29 15:07:00,1,0,12,False,Pit Bull,None,White,Black,Scout
287,A826395,2020-11-26 09:51:00,320 North Ih 35 Service Road South,Austin,TX,Public Assist,Injured,Male,2017-11-26 09:51:00,3,0,15,True,Pit Bull,Mix,Tan,None,Max
288,A826396,2020-11-26 09:23:00,West Parmer Lane And Metric Boulevard,Austin,TX,Stray,Normal,Male,2019-11-26 09:23:00,1,0,15,False,German Shepherd,None,Black,None,Ruger
289,A822885,2020-11-27 10:31:00,North Lamar And Highway 183 Service Road,Austin,TX,Stray,Normal,Male,2014-11-27 10:31:00,6,0,14,False,Pit Bull,None,Blue Tiger,None,Scrappy
290,A826404,2020-11-26 17:13:00,6603 North Ih 35,Austin,TX,Owner Surrender,Normal,Female,2019-11-26 17:13:00,1,0,14,False,Pointer,None,White,Black,Cookie
291,A826399,2020-11-26 11:26:00,3603 Southridge Drive,Austin,TX,Public Assist,Normal,Male,2020-08-26 11:26:00,0,3,15,True,Labrador Retriever,Mix,Black,White,None
292,A826386,2020-11-25 15:48:00,North Lamar And West Rundberg Lane,Austin,TX,Stray,Normal,Male,2018-11-25 15:48:00,2,0,16,True,Australian Shepherd,Mix,Brown,White,None
293,A826475,2020-11-29 17:42:00,Mankato Drive,Austin,TX,Owner Surrender,Normal,Male,2020-10-29 17:42:00,0,1,11,False,Great Pyrenees,None,Black,White,None
294,A826227,2020-11-22 16:21:00,Burleson Road And Supply Court,Austin,TX,Stray,Normal,Male,2020-10-22 16:21:00,0,1,19,False,Australian Shepherd,None,White,Brown,Patches
295,A825779,2020-11-12 12:58:00,6405 Del Monte,Austin,TX,Stray,Normal,Female,2010-11-12 12:58:00,10,0,29,False,Labrador Retriever,None,Black,None,Baby Girl
296,A826195,2020-11-21 12:42:00,308 John Nance Garner Circle,Austin,TX,Stray,Normal,Male,2010-11-21 12:42:00,10,0,20,False,Beagle,None,Brown,None,Waylon
297,A826259,2020-11-23 12:13:00,183 And Montopolis,Austin,TX,Stray,Normal,Male,2018-11-23 12:13:00,2,0,18,False,German Shepherd,None,Brown,Black,Agent 47
298,A825081,2020-10-27 14:56:00,1801 Wells Branch Pkwy,Austin,TX,Stray,Nursing,Male,2020-10-26 14:56:00,0,1,15,True,Siberian Husky,Mix,Black,Tan,Brussels Sprout
299,A825066,2020-11-15 16:07:00,None,Austin,TX,Owner Surrender,Normal,Female,2020-08-15 16:07:00,0,3,26,True,Pointer,Mix,Black,White,Cookie
300,A825066,2020-10-27 13:22:00,5800 Techni Center Dr,Austin,TX,Public Assist,Injured,Female,2020-07-27 13:22:00,0,4,14,True,Pointer,Mix,Black,White,Cookie
301,A826327,2020-11-28 14:34:00,None,Travis,TX,Public Assist,Normal,Female,2015-11-28 14:34:00,5,0,13,False,Labrador Retriever,None,Tan,None,Chikis
302,A826154,2020-11-20 11:12:00,4604 South 1St,Austin,TX,Stray,Normal,Male,2020-10-23 11:12:00,0,1,18,True,Pit Bull,Mix,Chocolate,White,None
