,animal_id,intake_datetime,found_address,found_city,found_state,intake_type,intake_condition,sex,birthday,age_years,age_months,age_days,mixed_breed,primary_breed,secondary_breed,primary_color,secondary_color,name
151,A825840,2020-11-13 12:51:00,None,Austin,TX,Owner Surrender,Normal,Male,2020-02-13 12:51:00,0,9,18,True,Chihuahua Shorthair,Rat Terrier,Tan,White,Brahm
152,A825785,2020-11-13 07:36:00,5701 Johnny Morris,Austin,TX,Stray,Normal,Male,2020-05-13 07:36:00,0,6,18,True,Chihuahua Shorthair,Mix,Chocolate,Tan,Anubis
153,A648265,2020-11-17 12:38:00,None,Austin,TX,Owner Surrender,Injured,Male,2013-11-17 12:38:00,7,0,14,True,Chihuahua Shorthair,Mix,Tan,Cream,Toby
154,A803141,2020-11-17 13:30:00,2615 Crystal Bend Drive,Travis,TX,Stray,Normal,Female,2018-11-17 13:30:00,2,0,14,False,Siberian Husky,None,Black,White,Sky
155,A819676,2020-07-02 18:29:00,15419 Giese Ln,Manor,TX,Stray,Normal,Female,2018-07-02 18:29:00,2,4,29,True,Chow Chow,Siberian Husky,Black,Brown,Maya
156,A825847,2020-11-13 14:24:00,3101 Loyola Lane,Austin,TX,Stray,Normal,Female,2018-11-13 14:24:00,2,0,18,False,Labrador Retriever,None,Yellow,None,Ellie
157,A819676,2020-11-17 13:37:00,None,Austin,TX,Owner Surrender,Normal,Female,2018-11-17 13:37:00,2,0,14,True,Chow Chow,Siberian Husky,Black,Brown,Maya
158,A825738,2020-11-10 15:49:00,Samuel Huston And Hillcrest,Austin,TX,Stray,Sick,Female,2020-05-10 15:49:00,0,6,21,True,Beagle,Labrador Retriever,Tan,White,Monkey
159,A825989,2020-11-17 12:24:00,None,Austin,TX,Owner Surrender,Normal,Male,2020-01-17 12:24:00,0,10,14,False,Jack Russell Terrier,None,White,Red,Canelo
160,A825777,2020-11-12 11:39:00,11036 Short Springs Drive,Austin,TX,Stray,Normal,Female,2018-11-12 11:39:00,2,0,19,False,Siberian Husky,None,Black,White,None
161,A825970,2020-11-15 18:30:00,Outside Jurisdiction,None,None,Stray,Normal,Female,Unknown,Unknown,Unknown,Unknown,False,Siberian Husky,None,Unknown,None,Ivy
162,A825924,2020-11-12 06:30:00,12138 North Lamar Boulevard,Austin,TX,Stray,Normal,Male,Unknown,Unknown,Unknown,Unknown,False,Pit Bull,None,Unknown,None,Moe
163,A806317,2020-11-17 11:51:00,None,Austin,TX,Owner Surrender,Normal,Female,2017-11-17 11:51:00,3,0,14,False,Pit Bull,None,Brown Brindle,White,Jessica
164,A825770,2020-11-12 11:00:00,18801 James Carter Jr Street,Travis,TX,Stray,Normal,Male,2019-11-12 11:00:00,1,0,19,False,Siberian Husky,None,White,Gray,None
165,A825966,2020-11-13 17:30:00,Outside Jurisdiction,None,None,Stray,Normal,Male,Unknown,Unknown,Unknown,Unknown,False,Australian Shepherd,None,Unknown,None,Balto
166,A809088,2020-11-14 12:30:00,500 West Cesar Chavez,Austin,TX,Stray,Normal,Male,2019-11-14 12:30:00,1,0,17,True,Pit Bull,Mix,Tan,White,Gordon Ramsay
167,A825896,2020-11-15 08:38:00,Fort Drum Drive,Austin,TX,Stray,Injured,Male,2005-11-15 08:38:00,15,0,16,False,Boxer,None,Brown Brindle,None,Axel
168,A817551,2020-11-15 11:54:00,11621 Sun Glide Lane,Travis,TX,Owner Surrender,Behavior,Male,2018-11-15 11:54:00,2,0,16,True,Australian Cattle Dog,St. Bernard Smooth Coat,Tricolor,None,Bean
169,A825919,2020-11-15 17:18:00,6700 Savanna Canyon,Austin,TX,Stray,Normal,Female,2018-11-15 17:18:00,2,0,16,True,Pit Bull,Mix,Red,White,Roxy
170,A825959,2020-11-12 16:30:00,12138 North Lamar Boulevard,Austin,TX,Stray,Normal,Male,Unknown,Unknown,Unknown,Unknown,False,Pit Bull,None,Unknown,None,Moe
171,A667873,2020-11-14 13:46:00,6906 Felix Avenue,Austin,TX,Stray,Normal,Male,2013-11-14 13:46:00,7,0,17,True,Chihuahua Shorthair,Mix,Tan,White,Gee
172,A825886,2020-11-14 15:09:00,6900 Wentworth Drive,Austin,TX,Stray,Normal,Male,2019-11-14 15:09:00,1,0,17,False,American Pit Bull Terrier,None,Brown,White,Mojo
173,A825910,2020-11-16 11:00:00,12705 Cardinal Flower Drive,Austin,TX,Public Assist,Normal,Female,2018-11-16 11:00:00,2,0,15,True,Rottweiler,Labrador Retriever,Brown,Tan,Coco
174,A825621,2020-11-07 16:31:00,Hokanson Road And Caracas Drive,Travis,TX,Stray,Normal,Male,2020-09-07 16:31:00,0,2,24,False,Labrador Retriever,None,Yellow,None,None
175,A742281,2020-11-09 18:30:00,6517 River Road,Travis,TX,Owner Surrender,Normal,Male,2015-11-09 18:30:00,5,0,22,True,Great Pyrenees,Mix,White,None,Oso
176,A825792,2020-11-12 15:12:00,None,Austin,TX,Owner Surrender,Nursing,Female,2020-11-06 15:12:00,0,0,25,False,Chihuahua Shorthair,None,Brown,None,Sesame
177,A825623,2020-11-07 16:31:00,Hokanson Road And Caracas Drive,Travis,TX,Stray,Normal,Male,2020-09-07 16:31:00,0,2,24,False,Labrador Retriever,None,Yellow,None,None
178,A825601,2020-11-07 09:50:00,4221 Camacho Street,Austin,TX,Stray,Injured,Female,2018-11-07 09:50:00,2,0,24,False,Pit Bull,None,Brown,White,Kiley
179,A825659,2020-11-08 08:08:00,606 West Grady Drive,Austin,TX,Stray,Normal,Male,2018-11-08 08:08:00,2,0,23,True,Golden Retriever,Mix,White,None,Wander
180,A825475,2020-11-04 17:52:00,1106 Reinli Street,Austin,TX,Abandoned,Normal,Female,2018-11-04 17:52:00,2,0,27,True,Dachshund,Pit Bull,White,Tan,None
181,A825523,2020-11-05 13:14:00,21407 Union Lee Church Road,Travis,TX,Stray,Normal,Male,2018-11-05 13:14:00,2,0,26,False,Collie Smooth,None,Black,White,None
182,A825726,2020-11-10 13:33:00,1313 Newton Street,Austin,TX,Stray,Normal,Male,2020-10-10 13:33:00,0,1,21,True,Cocker Spaniel,Dachshund,Black,White,None
183,A825727,2020-11-10 13:33:00,1313 Newton Street,Austin,TX,Stray,Normal,Female,2020-10-10 13:33:00,0,1,21,True,Cocker Spaniel,Dachshund,Black,White,None
184,A825701,2020-11-09 18:30:00,6517 River Road,Travis,TX,Owner Surrender,Normal,Male,2017-11-09 18:30:00,3,0,22,False,German Shepherd,None,White,Black,Cartel
185,A825506,2020-11-05 11:55:00,18204 Flat Head Drive,Travis,TX,Stray,Normal,Male,2007-11-05 11:55:00,13,0,26,False,Chihuahua Shorthair,None,Brown,None,Carlos
186,A825723,2020-11-10 13:33:00,1313 Newton Street,Austin,TX,Stray,Normal,Male,2020-10-10 13:33:00,0,1,21,True,Cocker Spaniel,Dachshund,Black,White,None
187,A822819,2020-11-08 08:42:00,8600 North Lamar,Austin,TX,Stray,Injured,Female,2017-11-08 08:42:00,3,0,23,True,Pit Bull,Mix,Black,White,Winky
188,A825671,2020-11-09 11:37:00,7312 Blessing Avenue,Austin,TX,Owner Surrender,Behavior,Female,2018-11-09 11:37:00,2,0,22,False,Siberian Husky,None,White,Gray,Luna
189,A825741,2020-11-10 16:58:00,2105 Pennsylvania Avenue,Austin,TX,Stray,Normal,Female,2018-11-10 16:58:00,2,0,21,True,Pit Bull,Mix,Brown Brindle,White,Coco
190,A803193,2020-11-08 18:09:00,7100 Proud Panda Drive,Travis,TX,Stray,Injured,Male,2016-11-08 18:09:00,4,0,23,False,Yorkshire Terrier,None,Black,Brown,Gio
191,A825742,2020-11-10 16:58:00,2105 Pennsylvania Avenue,Austin,TX,Stray,Normal,Male,2018-11-10 16:58:00,2,0,21,True,Miniature Pinscher,Dachshund,Black,Tan,None
192,A825469,2020-11-04 15:26:00,5202 North Hearsey Drive,Austin,TX,Stray,Normal,Male,2018-11-04 15:26:00,2,0,27,True,Chihuahua Shorthair,Mix,Brown,Black,Jiminy Cricket
193,A825730,2020-11-10 13:33:00,1313 Newton Street,Austin,TX,Stray,Normal,Female,2020-10-10 13:33:00,0,1,21,True,Cocker Spaniel,Dachshund,Black,Tan,None
194,A801321,2020-11-06 07:48:00,15052 Swiss Drive,Travis,TX,Owner Surrender,Sick,Female,2019-11-06 07:48:00,1,0,25,False,Rat Terrier,None,White,Tricolor,Charlie
195,A825728,2020-11-10 13:33:00,1313 Newton Street,Austin,TX,Stray,Normal,Female,2020-10-10 13:33:00,0,1,21,True,Cocker Spaniel,Dachshund,Black,White,None
196,A825554,2020-11-06 09:10:00,2328 Klattenhoff Drive,Austin,TX,Stray,Sick,Male,2020-10-06 09:10:00,0,1,25,False,Pit Bull,None,Brown,None,None
197,A825631,2020-11-08 09:28:00,1504 Green Pastures Drive,Travis,TX,Owner Surrender,Sick,Male,2010-11-08 09:28:00,10,0,23,False,Alaskan Husky,None,Black,White,Homie
198,A825474,2020-11-04 17:52:00,1106 Reinli Street,Austin,TX,Abandoned,Normal,Male,2020-05-04 17:52:00,0,6,27,True,Labrador Retriever,Mix,Brown,None,Normie
199,A825790,2020-11-12 15:12:00,None,Austin,TX,Owner Surrender,Nursing,Female,2020-11-06 15:12:00,0,0,25,True,Chihuahua Shorthair,Mix,Black,Brown,Wolfie
200,A825626,2020-11-08 08:08:00,606 West Grady Drive,Austin,TX,Stray,Normal,Female,2018-11-08 08:08:00,2,0,23,True,Border Terrier,Labrador Retriever,Brown,None,None
201,A825589,2020-11-06 17:28:00,6200 Loyola Lane,Austin,TX,Stray,Normal,Female,2019-11-06 17:28:00,1,0,25,False,Pit Bull,None,Black,White,Mija
202,A825791,2020-11-12 15:12:00,None,Austin,TX,Owner Surrender,Nursing,Male,2020-11-06 15:12:00,0,0,25,True,Chihuahua Shorthair,Mix,Brown,None,Soda-Pop
203,A825622,2020-11-07 16:31:00,Hokanson Road And Caracas Drive,Travis,TX,Stray,Normal,Male,2020-09-07 16:31:00,0,2,24,False,Labrador Retriever,None,Yellow,None,None
204,A825697,2020-11-09 16:18:00,12222 Tyson Cove,Austin,TX,Stray,Normal,Female,2019-11-09 16:18:00,1,0,22,False,Bulldog,None,Brown,None,None
205,A825696,2020-11-09 16:18:00,12222 Tyson Cove,Austin,TX,Stray,Normal,Female,2018-11-09 16:18:00,2,0,22,False,Bulldog,None,Gray,White,None
206,A825789,2020-11-12 15:12:00,None,Austin,TX,Owner Surrender,Nursing,Male,2020-11-06 15:12:00,0,0,25,True,Chihuahua Shorthair,Mix,Brown,None,Randy
207,A822659,2020-11-09 16:04:00,780 Bastrop Highway,Austin,TX,Public Assist,Normal,Male,2019-12-09 16:04:00,0,11,22,True,Pit Bull,Labrador Retriever,Black,White,Buddy
208,A825695,2020-11-09 16:18:00,12222 Tyson Cove,Austin,TX,Stray,Normal,Male,2018-11-09 16:18:00,2,0,22,False,English Bulldog,None,White,Brown,None
209,A814985,2020-03-09 12:40:00,19050 969 Rd,Travis,TX,Stray,Normal,Female,2019-11-09 12:40:00,1,0,22,False,Great Pyrenees,None,White,None,D
210,A825399,2020-11-02 18:35:00,2217 E 7Th Street,Austin,TX,Abandoned,Sick,Unknown,2020-10-02 18:35:00,0,1,29,True,Pit Bull,Mix,Tan,White,None
211,A825383,2020-11-02 16:28:00,13601 Elm Ridge Lane,Austin,TX,Stray,Normal,Female,2020-01-02 16:28:00,0,10,29,False,Catahoula,None,White,Tricolor,Metroid
212,A825350,2020-11-02 12:27:00,Jazzberry Way And Pearce Lane,Travis,TX,Stray,Normal,Male,2018-11-02 12:27:00,2,0,29,False,Pug,None,Tan,Black,Neji
213,A825400,2020-11-02 18:35:00,2217 E 7Th Street,Austin,TX,Abandoned,Sick,Male,2020-10-02 18:35:00,0,1,29,True,Pit Bull,Mix,Red,White,None
214,A825356,2020-11-02 13:54:00,1605 Sugarberry Lane,Austin,TX,Stray,Normal,Female,2019-12-02 13:54:00,0,11,29,True,Black Mouth Cur,Mix,Brown,White,Peach
215,A825176,2020-11-04 13:11:00,6403 Sandshof Drive,Austin,TX,Stray,Normal,Female,2018-11-04 13:11:00,2,0,27,False,Chihuahua Shorthair,None,Tan,None,None
216,A825715,2020-11-10 12:30:00,2501 Wickersham Lane,Austin,TX,Stray,Normal,Male,2019-11-10 12:30:00,1,0,21,False,Alaskan Husky,None,Black,White,Bourbon
217,A825398,2020-11-02 18:35:00,2217 E 7Th Street,Austin,TX,Abandoned,Sick,Female,2020-10-02 18:35:00,0,1,29,True,Pit Bull,Mix,Tan,None,None
218,A823824,2020-10-01 09:14:00,11221 Avering Lane,Austin,TX,Stray,Injured,Male,2018-10-01 09:14:00,2,2,0,True,Plott Hound,Mix,Brown Brindle,None,Chester
219,A825396,2020-11-02 18:35:00,2217 E 7Th Street,Austin,TX,Abandoned,Sick,Female,2020-10-02 18:35:00,0,1,29,True,Pit Bull,Mix,Tricolor,None,None
220,A825821,2020-11-17 09:40:00,None,Leander,TX,Public Assist,Normal,Male,2012-11-17 09:40:00,8,0,14,True,Great Pyrenees,Mix,Brown,White,Leo
221,A693731,2014-12-13 15:18:00,1405 Crete Lane,Travis,TX,Owner Surrender,Normal,Male,2014-06-13 15:18:00,6,5,18,True,Queensland Heeler,Mix,Blue Merle,Blue Merle,None
222,A825395,2020-11-02 18:34:00,5300 Jimmy Clay Drive,Austin,TX,Stray,Normal,Female,2019-11-02 18:34:00,1,0,29,True,Boxer,Mix,Brown Brindle,White,Bonnie
223,A825397,2020-11-02 18:35:00,2217 E 7Th Street,Austin,TX,Abandoned,Sick,Unknown,2020-10-02 18:35:00,0,1,29,True,Pit Bull,Mix,Tricolor,None,None
224,A823824,2020-11-04 12:50:00,11801 Gaelic Drive,Austin,TX,Stray,Normal,Male,2018-11-04 12:50:00,2,0,27,True,Plott Hound,Mix,Brown Brindle,None,Chester
225,A825301,2020-11-01 12:29:00,Sandpiper Ave And Ih 35,Austin,TX,Stray,Aged,Male,2007-11-01 12:29:00,13,1,0,True,Labrador Retriever,Mix,Tan,White,None
226,A693761,2020-11-03 13:46:00,14012 Ceylon Tea Circle,Travis,TX,Stray,Normal,Male,2013-11-03 13:46:00,7,0,28,True,Chihuahua Shorthair,Mix,Brown,White,Chico
227,A825563,2020-11-06 10:52:00,West Brenham Street,Travis,TX,Stray,Normal,Male,2019-11-06 10:52:00,1,0,25,True,Pit Bull,Mix,White,Brown,Bumper
228,A782770,2018-10-20 17:25:00,6919 Carwill Dr,Austin,TX,Stray,Injured,Male,2017-10-20 17:25:00,3,1,11,True,Pit Bull,Mix,White,Gray,Dewey
229,A825653,2020-11-08 14:28:00,7201 Levander Loop,Austin,TX,Abandoned,Normal,Female,2017-11-08 14:28:00,3,0,23,True,Beagle,Chihuahua Shorthair,Tan,White,Mia
230,A825937,2020-11-16 12:01:00,None,Austin,TX,Owner Surrender,Normal,Male,2017-11-16 12:01:00,3,0,15,False,Great Pyrenees,None,White,None,Lucas
231,A825653,2020-11-16 13:38:00,None,Austin,TX,Owner Surrender,Normal,Female,2017-11-16 13:38:00,3,0,15,True,Beagle,Chihuahua Shorthair,Tan,White,Mia
232,A825940,2020-11-16 12:40:00,1030 Norwood Park,Austin,TX,Stray,Sick,Male,2020-08-16 12:40:00,0,3,15,False,Redbone Hound,None,Tricolor,None,None
233,A814106,2020-02-24 13:03:00,Point North Drive And Johnny Morris Road,Austin,TX,Stray,Normal,Female,2020-01-27 13:03:00,0,10,4,True,Siberian Husky,Mix,Tan,None,Ziggy
234,A825941,2020-11-16 12:56:00,None,Austin,TX,Owner Surrender,Sick,Male,2020-10-16 12:56:00,0,1,15,False,Labrador Retriever,None,Black,White,Ace
235,A825811,2020-11-13 07:57:00,11408 Cherry Hollow Xing,Travis,TX,Owner Surrender,Normal,Female,2010-11-13 07:57:00,10,0,18,True,Catahoula,Mix,Brown,Black,Cassie
236,A740353,2020-11-15 17:06:00,4527 Creek Bend Drive,Austin,TX,Public Assist,Normal,Male,2014-11-15 17:06:00,6,0,16,True,Chow Chow,Mix,Red,None,Teddy
237,A825802,2020-11-12 16:32:00,11417 Barns Trail,Austin,TX,Stray,Normal,Male,2019-11-12 16:32:00,1,0,19,False,Pit Bull,None,Black,White,Remy
238,A825799,2020-11-12 15:57:00,124 Juarez Cove,Travis,TX,Stray,Normal,Female,2018-11-12 15:57:00,2,0,19,True,Pit Bull,Mix,Black,White,Shilo
239,A825707,2020-11-10 09:52:00,Decker Lane And Canoga Avenue,Austin,TX,Stray,Normal,Male,2018-11-10 09:52:00,2,0,21,True,Chihuahua Shorthair,Mix,White,Black,Andy
240,A825884,2020-11-14 14:04:00,508 East Braker Lane,Austin,TX,Stray,Normal,Male,2015-11-14 14:04:00,5,0,17,False,Chihuahua Shorthair,None,Tan,None,Chubby
241,A825797,2020-11-12 15:34:00,None,Austin,TX,Owner Surrender,Normal,Male,2018-11-12 15:34:00,2,0,19,False,Redbone Hound,None,Red,Black,Cedar
242,A786269,2018-12-20 17:06:00,6855 East Us 290 Highway,Austin,TX,Stray,Normal,Male,2017-12-20 17:06:00,2,11,11,True,Labrador Retriever,Mix,Chocolate,White,Sully
243,A825881,2020-11-14 13:39:00,Teri Road And Pleasant Valley Road,Austin,TX,Stray,Normal,Male,2020-09-14 13:39:00,0,2,17,True,Pit Bull,Mix,Brown Brindle,White,None
244,A743428,2017-02-10 12:42:00,7201 Levander Loop,Austin,TX,Stray,Normal,Male,2012-02-10 12:42:00,8,9,21,True,English Bulldog,Mix,Brown Brindle,White,Binx
245,A825593,2020-11-06 12:00:00,2006 Blue Meadow,Austin,TX,Abandoned,Normal,Female,2018-11-06 12:00:00,2,0,25,False,Chihuahua Shorthair,None,White,Brown,Gale
246,A750904,2020-11-06 12:00:00,2006 Blue Meadow,Austin,TX,Abandoned,Normal,Male,2015-11-06 12:00:00,5,0,25,True,Pit Bull,Mix,Brown Tiger,White,Sonic
247,A750904,2017-06-02 09:20:00,7707 Ih 35,Austin,TX,Stray,Normal,Male,2015-06-02 09:20:00,5,5,29,True,Pit Bull,Mix,Brown Tiger,White,Sonic
248,A806429,2020-11-14 08:56:00,707 Huerta Street,Austin,TX,Stray,Normal,Male,2018-11-14 08:56:00,2,0,17,False,Boxer,None,Brown Brindle,White,Duke
249,A786884,2019-01-03 16:19:00,2501 Magin Meadow Dr,Austin,TX,Stray,Normal,Male,2017-01-03 16:19:00,3,10,28,True,Beagle,Mix,Tricolor,None,Brock
250,A706918,2015-07-05 12:59:00,9409 Bluegrass Dr,Austin,TX,Stray,Normal,Female,2007-07-05 12:59:00,13,4,26,False,English Springer Spaniel,None,White,Liver,Belle
251,A724273,2016-04-14 18:43:00,2818 Palomino Trail,Austin,TX,Stray,Normal,Male,2015-05-14 18:43:00,5,6,17,True,Basenji,Mix,Sable,White,Runster
252,A682524,2014-06-29 10:38:00,800 Grove Blvd,Austin,TX,Stray,Normal,Male,2010-06-29 10:38:00,10,5,2,True,Doberman Pinsch,Australian Cattle Dog,Tan,Gray,Rio
253,A743852,2017-02-18 12:46:00,None,Austin,TX,Owner Surrender,Normal,Male,2015-02-18 12:46:00,5,9,13,True,Labrador Retriever,Mix,Chocolate,None,Odin
254,A635072,2019-04-16 09:53:00,415 East Mary Street,Austin,TX,Public Assist,Normal,Male,2013-04-16 09:53:00,7,7,15,True,Great Dane,Mix,Black,None,Beowulf
255,A708452,2015-07-30 14:37:00,None,Austin,TX,Public Assist,Normal,Male,2013-07-30 14:37:00,7,4,1,True,Labrador Retriever,Mix,Black,White,Mumble
256,A760053,2017-10-11 15:46:00,8800 South First Street,Austin,TX,Stray,Normal,Male,2015-10-11 15:46:00,5,1,20,False,Chihuahua Shorthair,None,White,Tan,None
257,A707375,2015-07-11 18:19:00,Galilee Court And Damita Jo Dr,Manor,TX,Stray,Normal,Female,2015-02-11 18:19:00,5,9,20,False,Pit Bull,None,Brown,White,Candy Cane
258,A696408,2015-02-04 12:58:00,9705 Thaxton,Austin,TX,Stray,Normal,Female,2013-02-04 12:58:00,7,9,27,False,Chihuahua Shorthair,None,Tricolor,None,Pearl
259,A697950,2015-03-04 11:22:00,1501 S Fm 973,Austin,TX,Stray,Normal,Female,2015-01-04 11:22:00,5,10,27,True,Australian Cattle Dog,Labrador Retriever,Tan,White,None
260,A298074,2015-09-06 14:21:00,1801 Westridge,Austin,TX,Stray,Normal,Female,1997-09-06 14:21:00,23,2,25,True,Parson Russell Terrier,Mix,Black,White,Stumpy
261,A754715,2019-07-29 17:19:00,None,Austin,TX,Owner Surrender,Normal,Female,2017-07-29 17:19:00,3,4,2,True,Labrador Retriever,Mix,Black,White,Rheia
262,A769764,2018-04-09 19:03:00,7500 South Interstate 35,Austin,TX,Stray,Normal,Female,2017-11-09 19:03:00,3,0,22,True,Yorkshire Terrier,Mix,White,Black,None
263,A682230,2014-06-25 16:27:00,3737 Keats Dr,Austin,TX,Stray,Normal,Female,2014-01-25 16:27:00,6,10,6,True,Maltese,Mix,White,None,None
264,A749436,2017-05-15 09:50:00,East Pleasant Valley And Stassney,Austin,TX,Stray,Normal,Male,2017-01-15 09:50:00,3,10,16,True,Dachshund,Mix,Brown,White,None
265,A759935,2017-10-09 22:39:00,4800 Cottonwood St,Austin,TX,Stray,Normal,Female,2017-09-09 22:39:00,3,2,22,True,Labrador Retriever,Mix,Black,None,Dieve
266,A666877,2013-11-08 15:24:00,Guadalupe/St. Johns,Austin,TX,Stray,Normal,Male,2012-11-08 15:24:00,8,0,23,True,Dachshund,Mix,Tan,White,Romeo
267,A794334,2019-09-02 11:52:00,Outside Jurisdiction,None,None,Owner Surrender,Sick,Female,2016-09-02 11:52:00,4,2,29,True,Boxer,Mix,White,None,Pearl
268,A732903,2016-08-14 15:02:00,None,Austin,TX,Stray,Injured,Female,2016-06-14 15:02:00,4,5,17,True,Labrador Retriever,Mix,Black,White,Raven
269,A769816,2018-04-10 16:46:00,17833 Basket Flower Bend,Travis,TX,Stray,Normal,Male,2013-04-10 16:46:00,7,7,21,True,Plott Hound,Mix,Brown Brindle,White,Wallace
270,A812244,2020-01-18 14:14:00,None,Travis,TX,Owner Surrender,Normal,Male,2019-12-18 14:14:00,0,11,13,False,Labrador Retriever,None,Tan,None,None
271,A700396,2015-12-07 09:11:00,4200 Smith School Rd,Austin,TX,Stray,Normal,Female,2012-12-07 09:11:00,7,11,24,True,Pit Bull,Mix,Black,White,Calseta
272,A724378,2016-04-16 13:36:00,None,Austin,TX,Owner Surrender,Normal,Male,2012-04-16 13:36:00,8,7,15,True,Tibetan Spaniel,Mix,Black,White,Boxer
273,A702701,2015-05-16 18:38:00,Mcneil Drive & Burnet Road,Austin,TX,Stray,Normal,Female,2013-05-16 18:38:00,7,6,15,True,Miniature Pinscher,Mix,Chocolate,Brown,Pepper
274,A745133,2017-03-13 12:50:00,11699 James B Connolly Ln,Austin,TX,Stray,Normal,Male,2016-03-13 12:50:00,4,8,18,True,Chihuahua Shorthair,Mix,Tan,None,Magic
275,A772747,2019-01-07 13:41:00,Thaxton And Sassman,Austin,TX,Stray,Normal,Male,2018-01-07 13:41:00,2,10,24,True,Pit Bull,Australian Cattle Dog,White,None,Lamar
276,A810820,2019-12-21 11:09:00,20209 Grover Cleaveland Way,Manor,TX,Stray,Normal,Female,2012-12-21 11:09:00,7,11,10,False,Yorkshire Terrier,None,Black,Gray,None
277,A721791,2016-03-04 14:18:00,12928 Ceder,Travis,TX,Stray,Normal,Male,2016-01-04 14:18:00,4,10,27,True,Dachshund,Chihuahua Shorthair,Brown Merle,None,None
278,A675555,2015-04-04 11:09:00,Loyola And Sandshof,Austin,TX,Stray,Normal,Male,2012-04-04 11:09:00,8,7,27,True,German Shepherd,Chow Chow,Sable,Tan,Guardian
279,A747964,2017-04-27 13:23:00,15207 Tacon Ln,Pflugerville,TX,Stray,Normal,Male,2011-04-27 13:23:00,9,7,4,True,Miniature Schnauzer,Mix,White,Gray,None
280,A813757,2020-02-18 12:26:00,Colonial Park And Weidemar,Austin,TX,Stray,Normal,Female,2019-02-18 12:26:00,1,9,13,True,German Shepherd,Australian Cattle Dog,Black,Tricolor,None
281,A760116,2019-01-07 12:07:00,None,Austin,TX,Owner Surrender,Normal,Female,2012-01-07 12:07:00,8,10,24,False,German Shepherd,None,Brown,Black,Jasmine
282,A800456,2019-07-21 14:19:00,14229 Gilford Drive,Travis,TX,Stray,Normal,Male,2018-07-21 14:19:00,2,4,10,False,Great Dane,None,Black,Brown Brindle,Samson
283,A774099,2018-07-30 14:50:00,None,Austin,TX,Owner Surrender,Normal,Female,2017-07-30 14:50:00,3,4,1,True,Australian Kelpie,Mix,Black,White,Chloe
284,A767767,2018-03-06 14:07:00,11204 Liberty Farms Drive,Austin,TX,Stray,Normal,Female,2017-03-06 14:07:00,3,8,25,True,Labrador Retriever,Mix,Yellow,None,Valerie
285,A803768,2019-11-15 18:35:00,None,Travis,TX,Owner Surrender,Normal,Male,2018-11-15 18:35:00,2,0,16,False,Alaskan Husky,None,Brown,None,Kylo
286,A770916,2018-04-27 11:43:00,10195 Thistle Ridge,Austin,TX,Stray,Normal,Male,2017-04-27 11:43:00,3,7,4,True,Great Pyrenees,Mix,White,Cream,Oso
287,A722856,2016-05-05 15:24:00,None,Austin,TX,Owner Surrender,Normal,Male,2012-05-05 15:24:00,8,6,26,True,Labrador Retriever,Mix,White,Black,Chico
288,A710890,2015-08-29 13:15:00,14901 Mossycup Ln,Travis,TX,Stray,Normal,Male,2012-08-29 13:15:00,8,3,2,True,Great Pyrenees,Mix,White,None,The Dude
289,A683884,2014-07-16 15:52:00,7619 E Ben White Blvd,Austin,TX,Stray,Injured,Male,2012-07-16 15:52:00,8,4,15,True,German Shepherd,Mix,Black,Tan,Blackie
290,A724359,2016-04-16 10:59:00,Research And Anderson Square,Austin,TX,Stray,Normal,Male,2015-12-16 10:59:00,4,11,15,True,Feist,Beagle,Black,Brown,Hercules
291,A676263,2014-04-07 11:57:00,Elfen Way,Austin,TX,Stray,Normal,Male,2012-04-07 11:57:00,8,7,24,True,Pit Bull,Mix,Blue,White,Stanley
292,A736719,2016-10-16 10:37:00,2115 Campfield Pkwy,Austin,TX,Stray,Normal,Female,2004-10-16 10:37:00,16,1,15,True,Labrador Retriever,Mix,Tan,White,Dreamer
293,A791540,2019-03-27 11:36:00,Martin Luther King Boulevard E And Sendero Hills Parkway,Austin,TX,Stray,Normal,Female,2018-03-27 11:36:00,2,8,4,True,Pit Bull,Mix,White,Black,Milkbone
294,A770028,2018-04-14 12:50:00,None,Austin,TX,Owner Surrender,Normal,Female,2017-10-14 12:50:00,3,1,17,True,American Pit Bull Terrier,Mix,White,Brown,Ladybird
295,A611226,2015-03-20 14:09:00,4703 Nuckols Crossing,Austin,TX,Stray,Normal,Male,2011-03-20 14:09:00,9,8,11,True,Norfolk Terrier,Mix,Brown,None,Leon
296,A707943,2015-07-20 14:46:00,None,Austin,TX,Owner Surrender,Normal,Female,2015-06-20 14:46:00,5,5,11,True,Rottweiler,Mix,Black,Tan,London
297,A696333,2015-02-03 10:19:00,2201 Montopolis,Austin,TX,Stray,Normal,Unknown,2015-01-27 10:19:00,5,10,4,True,Chihuahua Shorthair,Mix,Brown,White,None
298,A775126,2018-06-25 11:12:00,Bittercreek And Bluff Springs,Austin,TX,Stray,Normal,Female,2017-06-25 11:12:00,3,5,6,True,Pit Bull,Mix,Tan,White,Heidi
299,A687298,2014-10-07 12:22:00,4715 S Congress,Austin,TX,Public Assist,Normal,Female,2012-10-07 12:22:00,8,1,24,True,Chihuahua Shorthair,Mix,White,Cream,Lila
300,A707779,2015-07-17 15:57:00,13425 Coomes Dr,Del Valle,TX,Stray,Normal,Female,2014-12-17 15:57:00,5,11,14,True,Chihuahua Shorthair,Jack Russell Terrier,Tricolor,None,Roo
